date,v,n,value
2002-06-20,417.0,6891.0,Structural biology: A molecular propeller
2002-06-20,417.0,6891.0,Daedalus: Cloud-chamber clouds
2002-06-20,417.0,6891.0,Bioacoustics: Only male fin whales sing loud songs
2002-06-20,417.0,6891.0,Physiology: Dynamic instabilities in the inflating lung
2002-06-20,417.0,6891.0,Surface phenomena: Contact time of a bouncing drop
2002-06-20,417.0,6891.0,Evolutionary biology: Hedgehog crosses the snail's midline
2002-06-20,417.0,6891.0,Ordered porous materials for emerging applications
2002-06-20,417.0,6891.0,Angiotensin-converting enzyme 2 is an essential regulator of heart function
2002-06-20,417.0,6891.0,A collimated jet of molecular gas from a star on the asymptotic giant branch
2002-06-20,417.0,6891.0,Hidden orbital order in the heavy fermion metal URu2Si2
2002-06-20,417.0,6891.0,Ultrafast and direct imprint of nanostructures in silicon
2002-06-20,417.0,6891.0,Growth of early continental crust controlled by melting of amphibolite in subduction zones
2002-06-20,417.0,6891.0,Paired gill slits in a fossil with a calcite skeleton
2002-06-20,417.0,6891.0,Positive interactions among alpine plants increase with stress
2002-06-20,417.0,6891.0,Consumer versus resource control of species diversity and ecosystem functioning
2002-06-20,417.0,6891.0,A global analysis of Caenorhabditis elegans operons
2002-06-20,417.0,6891.0,Feedback inhibition controls spike transfer in hybrid thalamic circuits
2002-06-20,417.0,6891.0,Na+/H+  exchanger regulatory factor 2 directs parathyroid hormone 1 receptor signalling
2002-06-20,417.0,6891.0,TNF-mediated inflammatory skin disease in mice with epidermis-specific deletion of IKK2
2002-06-20,417.0,6891.0,Mice deficient in the Rac activator Tiam1 are resistant to Ras-induced skin tumours
2002-06-20,417.0,6891.0,Efp targets 14-3-3 for proteolysis and promotes breast tumour growth
2002-06-20,417.0,6891.0,Crystal structure of parallel quadruplexes from human telomeric DNA
2002-06-20,417.0,6891.0,corrigendum: MEC-2 regulates C. elegans DEG/ENaC channels needed for mechanosensation
2002-06-20,417.0,6891.0,Going soft
2002-06-13,417.0,6890.0,A question of balance
2002-06-13,417.0,6890.0,Science and business
2002-06-13,417.0,6890.0,Distasteful but necessary
2002-06-13,417.0,6890.0,Pay or train to publish?
2002-06-13,417.0,6890.0,Homeland security plan sparks fears for fight against bioterror
2002-06-13,417.0,6890.0,US set to rejoin international fusion project
2002-06-13,417.0,6890.0,Detectors licked by gummy fingers
2002-06-13,417.0,6890.0,France wires up to treat obsessive disorder
2002-06-13,417.0,6890.0,Statistical error leaves pollution data up in the air
2002-06-13,417.0,6890.0,Science centres struggle as funds run out
2002-06-13,417.0,6890.0,Environment institute slammed over 'selective' results
2002-06-13,417.0,6890.0,Argentine crisis rattles cosmic-ray hunters
2002-06-13,417.0,6890.0,Mummy's silence broken at last
2002-06-13,417.0,6890.0,news in brief
2002-06-13,417.0,6890.0,Correction
2002-06-13,417.0,6890.0,Chinese science: Plugging the brain drain
2002-06-13,417.0,6890.0,Animal experiments: The great primate debate
2002-06-13,417.0,6890.0,Data security is crucial for Japanese science
2002-06-13,417.0,6890.0,Collaboration can work if inequality is recognized
2002-06-13,417.0,6890.0,Scientific links support an unjust peace process
2002-06-13,417.0,6890.0,Did an academic boycott help to end apartheid?
2002-06-13,417.0,6890.0,Violence versus freedom
2002-06-13,417.0,6890.0,In support of scientific exchange
2002-06-13,417.0,6890.0,"My synapses, myself"
2002-06-13,417.0,6890.0,A complete history of astronomy
2002-06-13,417.0,6890.0,Portraits of our family tree
2002-06-13,417.0,6890.0,Winning the numbers game
2002-06-13,417.0,6890.0,Marine masterpieces
2002-06-13,417.0,6890.0,Global public goods: Health is wealth
2002-06-13,417.0,6890.0,Planetary science: Rocks that go bump in the night
2002-06-13,417.0,6890.0,Ecology: Density and diversity
2002-06-13,417.0,6890.0,Cardiovascular biology: A cholesterol tether
2002-06-13,417.0,6890.0,Nanotechnology: Electronics and the single atom
2002-06-13,417.0,6890.0,Cell motility: The attraction of lipids
2002-06-13,417.0,6890.0,Physiology: Haemoglobin's chaperone
2002-06-13,417.0,6890.0,100 and 50 years ago
2002-06-13,417.0,6890.0,Daedalus: Collimated gas
2002-06-13,417.0,6890.0,Obituary: Stephen Jay Gould (1941–2002)
2002-06-13,417.0,6890.0,Enantiostyly: Solving the puzzle of mirror-image flowers
2002-06-13,417.0,6890.0,Tropical agriculture: The value of bees to the coffee harvest
2002-06-13,417.0,6890.0,Architecture for a large-scale ion-trap quantum computer
2002-06-13,417.0,6890.0,"Crystal structure of a bacterial RNA polymerase holoenzyme at
      2.6 Å resolution"
2002-06-13,417.0,6890.0,The recent breakup of an asteroid in the main-belt region
2002-06-13,417.0,6890.0,Coulomb blockade and the Kondo effect in single-atom transistors
2002-06-13,417.0,6890.0,Kondo resonance in a single-molecule transistor
2002-06-13,417.0,6890.0,Mycorrhizal weathering of apatite as an important calcium source in base-poor forest ecosystems
2002-06-13,417.0,6890.0,Density-dependent mortality and the latitudinal gradient in species diversity
2002-06-13,417.0,6890.0,Geographic structure and dynamics of coevolutionary selection
2002-06-13,417.0,6890.0,Spike train dynamics predicts theta-related phase precession in hippocampal pyramidal cells
2002-06-13,417.0,6890.0,Role of experience and oscillations in transforming a rate code into a temporal code
2002-06-13,417.0,6890.0,Modulation of virulence within a pathogenicity island in vancomycin-resistant Enterococcus faecalis
2002-06-13,417.0,6890.0,Subendothelial retention of atherogenic lipoproteins in early atherosclerosis
2002-06-13,417.0,6890.0,T-box gene tbx5 is essential for formation of the pectoral limb bud
2002-06-13,417.0,6890.0,An abundant erythroid protein that stabilizes free -haemoglobin
2002-06-13,417.0,6890.0,Regulation of Arabidopsis cryptochrome 2 by blue-light-dependent phosphorylation
2002-06-13,417.0,6890.0,"Structure of the SRP19–RNA complex and implications for signal
      recognition particle assembly"
2002-06-13,417.0,6890.0,Microscopic detail
2002-06-06,417.0,6889.0,Landing the egos
2002-06-06,417.0,6889.0,Seattle: The best of both worlds
2002-06-06,417.0,6889.0,Genomics and taxonomy for all
2002-06-06,417.0,6889.0,Remove barricades! Preserve culture!
2002-06-06,417.0,6889.0,Alpine detector fails to confirm Italian sighting of dark matter
2002-06-06,417.0,6889.0,Supreme Court closes loophole for copycat patents
2002-06-06,417.0,6889.0,South African cabinet backs merger plan for universities
2002-06-06,417.0,6889.0,Chinese researcher accused of stealing cell samples
2002-06-06,417.0,6889.0,World Bank cracks down on cultural damage
2002-06-06,417.0,6889.0,British science champion quits post
2002-06-06,417.0,6889.0,Uncertainty ends for US nuclear lab as new leader is named
2002-06-06,417.0,6889.0,Ecologist sues over wrecked iguana study
2002-06-06,417.0,6889.0,Merger plans rattle bones in Berlin
2002-06-06,417.0,6889.0,Joint projects see ocean science aiming high
2002-06-06,417.0,6889.0,US postal service puts anthrax detectors to the test
2002-06-06,417.0,6889.0,news in brief
2002-06-06,417.0,6889.0,Pilotless research aircraft: Flying free
2002-06-06,417.0,6889.0,Therapeutic antibodies: Magic bullets hit the target
2002-06-06,417.0,6889.0,Knowledge about animal suffering is too rarely used
2002-06-06,417.0,6889.0,Conceptual biology: a semantic issue and more
2002-06-06,417.0,6889.0,Uncovering the complex mysteries of mosaicism
2002-06-06,417.0,6889.0,Bioinformatics code must enforce citation
2002-06-06,417.0,6889.0,The times they are a-changin'
2002-06-06,417.0,6889.0,Lateral thinking
2002-06-06,417.0,6889.0,Controlling a generous host
2002-06-06,417.0,6889.0,Tripping the light fantastic
2002-06-06,417.0,6889.0,Exploiting a hostile world
2002-06-06,417.0,6889.0,New Journals
2002-06-06,417.0,6889.0,Plant mathematics: Fibonacci's flowers
2002-06-06,417.0,6889.0,Atmospheric chemistry: Iodine's air of importance
2002-06-06,417.0,6889.0,Developmental genetics: Buffer zone
2002-06-06,417.0,6889.0,Condensed-matter physics: Indirect evidence
2002-06-06,417.0,6889.0,Neurobiology: Glutamate receptors on the move
2002-06-06,417.0,6889.0,100 and 50 years ago
2002-06-06,417.0,6889.0,Astronomy: The Hoyle story
2002-06-06,417.0,6889.0,Earth science: African reflections
2002-06-06,417.0,6889.0,Developmental neurobiology: Cortical liars
2002-06-06,417.0,6889.0,Daedalus: Toughened metal
2002-06-06,417.0,6889.0,Galapagos Islands: Marine iguanas die from trace oil pollution
2002-06-06,417.0,6889.0,Ecology: Darwin's naturalization hypothesis challenged
2002-06-06,417.0,6889.0,Palaeobiology: Calcification of early vertebrate cartilage
2002-06-06,417.0,6889.0,Microbial evolution (Communication arising): Antitoxin vaccines and pathogen virulence
2002-06-06,417.0,6889.0,Microbial evolution (Communication arising): Antitoxin vaccines and pathogen virulence
2002-06-06,417.0,6889.0,Computational and evolutionary aspects of language
2002-06-06,417.0,6889.0,Hsp90 as a capacitor of phenotypic variation
2002-06-06,417.0,6889.0,Observational evidence for the accretion-disk origin for a radio jet in an active galaxy
2002-06-06,417.0,6889.0,"Coherence–incoherence and dimensional crossover in layered
      strongly correlated metals"
2002-06-06,417.0,6889.0,Measurement of a confinement induced neutron phase
2002-06-06,417.0,6889.0,Marine aerosol formation from biogenic iodine emissions
2002-06-06,417.0,6889.0,Biodiversity as a barrier to ecological invasion
2002-06-06,417.0,6889.0,"Plant biomarkers in aerosols record isotopic discrimination of
      terrestrial photosynthesis"
2002-06-06,417.0,6889.0,Host-induced epidemic spread of the cholera bacterium
2002-06-06,417.0,6889.0,Origin of GABAergic neurons in the human neocortex
2002-06-06,417.0,6889.0,Regulation of AMPA receptor lateral movements
2002-06-06,417.0,6889.0,Annexin II light chain regulates sensory neuron-specific sodium channel expression
2002-06-06,417.0,6889.0,Filamentous phage integration requires the host recombinases XerC and XerD
2002-06-06,417.0,6889.0,A conserved RNA-binding protein controls germline stem cells in Caenorhabditis elegans
2002-06-06,417.0,6889.0,Kremen proteins are Dickkopf receptors that regulate Wnt/-catenin signalling
2002-06-06,417.0,6889.0,New components of the spliced leader RNP required for nematode trans-splicing
2002-06-06,417.0,6889.0,DNA and protein microarrays
2002-05-30,417.0,6888.0,Taking stock of biotech jobs
2002-05-30,417.0,6888.0,Climate of care for a changing world
2002-05-30,417.0,6888.0,Chance to make a difference in Japan
2002-05-30,417.0,6888.0,Prize-winning multidisciplinarity
2002-05-30,417.0,6888.0,"Committed, yes. And commitments?"
2002-05-30,417.0,6888.0,Priorities for genome sequencing leave macaques out in the cold
2002-05-30,417.0,6888.0,Investigation into nanotechnology papers expands
2002-05-30,417.0,6888.0,Delays and cutbacks kill off Europe's mission to Venus
2002-05-30,417.0,6888.0,UN predicts long wait to repair environment
2002-05-30,417.0,6888.0,Scientists placated as US bill gets tough on bioterror
2002-05-30,417.0,6888.0,Clouds lift for turbulence-detector initiative
2002-05-30,417.0,6888.0,Internecine rows threaten to sink whaling commission
2002-05-30,417.0,6888.0,US zoos keep watch for cross-species killer
2002-05-30,417.0,6888.0,Superbugs reveal chink in armour
2002-05-30,417.0,6888.0,news in brief
2002-05-30,417.0,6888.0,Ecology: Neutrality versus the niche
2002-05-30,417.0,6888.0,General relativity: To catch a wave
2002-05-30,417.0,6888.0,How affluence harms the environment in Europe
2002-05-30,417.0,6888.0,O no: opossums are not at risk in Tasmania
2002-05-30,417.0,6888.0,What can Venter teach students about ethics?
2002-05-30,417.0,6888.0,When the Earth moved
2002-05-30,417.0,6888.0,"With brains, minds and voices"
2002-05-30,417.0,6888.0,Views of a scientific American
2002-05-30,417.0,6888.0,Science in culture
2002-05-30,417.0,6888.0,Hydrophobicity: Two faces of water
2002-05-30,417.0,6888.0,Bose-Einstein condensation: Making it with molecules
2002-05-30,417.0,6888.0,Cell motility: Sharks' teeth and dunes
2002-05-30,417.0,6888.0,100 and 50 years ago
2002-05-30,417.0,6888.0,Earth science: The slippery slope
2002-05-30,417.0,6888.0,Evolutionary biology: Crowning glories
2002-05-30,417.0,6888.0,Nuclear physics: Weighing up nuclear masses
2002-05-30,417.0,6888.0,Ion channels: An open and shut case
2002-05-30,417.0,6888.0,Neurobiology: Model hearing
2002-05-30,417.0,6888.0,Daedalus: Spatial audio
2002-05-30,417.0,6888.0,Obituary: Gordon Randolph Willey (1913–2002)
2002-05-30,417.0,6888.0,Insect communication: Parasitoid secretions provoke ant warfare
2002-05-30,417.0,6888.0,Sports statistics: Trends and random fluctuations in athletics
2002-05-30,417.0,6888.0,Understanding and exploiting C–H bond activation
2002-05-30,417.0,6888.0,Crystal structure and mechanism of a calcium-gated potassium channel
2002-05-30,417.0,6888.0,The open pore conformation of potassium channels
2002-05-30,417.0,6888.0,Optical pulsations from the anomalous X-ray pulsar 4U0142+61
2002-05-30,417.0,6888.0,Atom–molecule coherence in a Bose–Einstein condensate
2002-05-30,417.0,6888.0,Quantum control of energy flow in light harvesting
2002-05-30,417.0,6888.0,An inverted continental Moho and serpentinization of the forearc mantle
2002-05-30,417.0,6888.0,Common mammals drive the evolutionary increase of hypsodonty in the Neogene
2002-05-30,417.0,6888.0,Single-species models for many-species food webs
2002-05-30,417.0,6888.0,Precise inhibition is essential for microsecond interaural time difference coding
2002-05-30,417.0,6888.0,Nogo-66 receptor antagonist peptide promotes axonal regeneration
2002-05-30,417.0,6888.0,A component of innate immunity prevents bacterial biofilm development
2002-05-30,417.0,6888.0,Single and multiple vesicle fusion induce different rates of endocytosis at a central synapse
2002-05-30,417.0,6888.0,DMY is a Y-specific DM-domain gene required for male development in the medaka fish
2002-05-30,417.0,6888.0,Transcription coactivator TRAP220 is required for PPAR2-stimulated adipogenesis
2002-05-30,417.0,6888.0,Functional relationship of cytochrome c6 and plastocyanin in Arabidopsis
2002-05-30,417.0,6888.0,corrigendum: Isochorismate synthase is required to synthesize salicylic acid for plant defence
2002-05-30,417.0,6888.0,Working with genes
2002-05-23,417.0,6887.0,Talent tug-of-war
2002-05-23,417.0,6887.0,Training programmes with vision
2002-05-23,417.0,6887.0,South Africa's new landscape
2002-05-23,417.0,6887.0,Nature and the developing world
2002-05-23,417.0,6887.0,Bell Labs launches inquiry into allegations of data duplication
2002-05-23,417.0,6887.0,Public ponders biotech issues
2002-05-23,417.0,6887.0,US 'overspent' on collider project
2002-05-23,417.0,6887.0,Chemists synthesize a single naming system
2002-05-23,417.0,6887.0,NASA's critics demand a few more steps into space
2002-05-23,417.0,6887.0,Think-tank calls for an end to DNA deception
2002-05-23,417.0,6887.0,Biotech firm's accounts scrutinized
2002-05-23,417.0,6887.0,Canadian collaboration aims to protect tribes
2002-05-23,417.0,6887.0,Harvard mourns loss of popular evolutionary thinker
2002-05-23,417.0,6887.0,news in brief
2002-05-23,417.0,6887.0,Evolutionary genetics: All genomes great and small
2002-05-23,417.0,6887.0,South Africa: The rainbow academic nation
2002-05-23,417.0,6887.0,Restricting genome data won't stop bioterrorism
2002-05-23,417.0,6887.0,"What's in a name? In the Middle East, everything"
2002-05-23,417.0,6887.0,Foundation's funding
2002-05-23,417.0,6887.0,Science is a computer program
2002-05-23,417.0,6887.0,Optics for the real world
2002-05-23,417.0,6887.0,Swimming lessons
2002-05-23,417.0,6887.0,Equilibrium: In the balance
2002-05-23,417.0,6887.0,Medicine: Anti-malarial mosquitoes?
2002-05-23,417.0,6887.0,Polymer chemistry: Swell gels
2002-05-23,417.0,6887.0,100 and 50 years ago
2002-05-23,417.0,6887.0,Circadian rhythms: A gut feeling for time
2002-05-23,417.0,6887.0,Applied physics: Making sense of magnetic fields
2002-05-23,417.0,6887.0,Kidney function: Gateway to a long life?
2002-05-23,417.0,6887.0,Daedalus: Vegetarian meat
2002-05-23,417.0,6887.0,Obituary: Victor F. Weisskopf (1908–2002)
2002-05-23,417.0,6887.0,Crystal topology: A Möbius strip of single crystals
2002-05-23,417.0,6887.0,Endosymbiotic bacteria: GroEL buffers against deleterious mutations
2002-05-23,417.0,6887.0,"Comparative assessment of large-scale data sets of
      protein–protein interactions"
2002-05-23,417.0,6887.0,Prokineticin 2 transmits the behavioural circadian rhythm of the suprachiasmatic nucleus
2002-05-23,417.0,6887.0,Adaptation in the chemotactic guidance of nerve growth cones
2002-05-23,417.0,6887.0,Thickness constraints on the icy shells of the galilean satellites from a comparison of crater shapes
2002-05-23,417.0,6887.0,Megagauss sensors
2002-05-23,417.0,6887.0,Rapidly recovering hydrogel scaffolds from self-assembling diblock copolypeptide amphiphiles
2002-05-23,417.0,6887.0,Low slip rates and long-term preservation of geomorphic features in Central Asia
2002-05-23,417.0,6887.0,Recovery of 16S ribosomal RNA gene fragments from ancient halite
2002-05-23,417.0,6887.0,Coexistence and relative abundance in forest trees
2002-05-23,417.0,6887.0,Host-plant adaptation drives the parallel evolution of reproductive isolation
2002-05-23,417.0,6887.0,Netrin-1-mediated axon outgrowth requires deleted in colorectal cancer-dependent MAPK activation
2002-05-23,417.0,6887.0,Molecular identification of a renal urate–anion exchanger that regulates blood urate levels
2002-05-23,417.0,6887.0,Transgenic anopheline mosquitoes impaired in transmission of a malaria parasite
2002-05-23,417.0,6887.0,HDAC6 is a microtubule-associated deacetylase
2002-05-23,417.0,6887.0,Comparison of the genomes of two Xanthomonas pathogens with differing host specificities
2002-05-23,417.0,6887.0,The catalytic pathway of horseradish peroxidase at high resolution
2002-05-23,417.0,6887.0,retraction: Directed evolution of new catalytic activity using the /-barrel scaffold
2002-05-23,417.0,6887.0,"Kit and kits for proteomics, genomics"
2002-05-16,417.0,6886.0,A basic problem
2002-05-16,417.0,6886.0,Boston: A magnetic hub
2002-05-16,417.0,6886.0,Collaboration in extremis
2002-05-16,417.0,6886.0,Science collaboration stymied by relentless Middle East conflict
2002-05-16,417.0,6886.0,Plan hatched to double NSF budget
2002-05-16,417.0,6886.0,Warhead-saving arms pact gets lukewarm reception
2002-05-16,417.0,6886.0,Computer revives Bamiyan Buddha
2002-05-16,417.0,6886.0,Geneticists lay plans for rationalized rodents
2002-05-16,417.0,6886.0,Unrest leads reformer to quit Seoul university's top job
2002-05-16,417.0,6886.0,Utah law triggers university row over concealed weapons
2002-05-16,417.0,6886.0,Deep-sea nuggets prove irresistible to Indian miners
2002-05-16,417.0,6886.0,Reality TV show recreates famed social study
2002-05-16,417.0,6886.0,Jefferson's descendants continue to deny slave link
2002-05-16,417.0,6886.0,news in brief
2002-05-16,417.0,6886.0,Stephen Wolfram: What kind of science is this?
2002-05-16,417.0,6886.0,Chemistry and art: St Luke's new coat
2002-05-16,417.0,6886.0,Better communication is in everyone's interests
2002-05-16,417.0,6886.0,Boycott of Israel? It worked for South Africa
2002-05-16,417.0,6886.0,Palestinian scientists are already restricted
2002-05-16,417.0,6886.0,Efforts to build bridges in the Middle East
2002-05-16,417.0,6886.0,Taxonomists need better access to published data
2002-05-16,417.0,6886.0,Advocacy and analysis
2002-05-16,417.0,6886.0,Specimen collecting is still vital for research
2002-05-16,417.0,6886.0,A popular evolution
2002-05-16,417.0,6886.0,Tuning in to radio galaxies
2002-05-16,417.0,6886.0,Exactly the same but different
2002-05-16,417.0,6886.0,Science in culture
2002-05-16,417.0,6886.0,Centromeres: Selfish drivers
2002-05-16,417.0,6886.0,Biodiversity: Thinking big in ecology
2002-05-16,417.0,6886.0,Physical chemistry: Acids caught in the act
2002-05-16,417.0,6886.0,Amyloid diseases: Small drugs lead the attack
2002-05-16,417.0,6886.0,100 and 50 years ago
2002-05-16,417.0,6886.0,Planetary science: A wet and altered Mars
2002-05-16,417.0,6886.0,Cancer: New-age tumour suppressors
2002-05-16,417.0,6886.0,Materials science: Cooking up tougher ceramics
2002-05-16,417.0,6886.0,Ion channels: How to be desensitized
2002-05-16,417.0,6886.0,Developmental biology: Signalling polarity
2002-05-16,417.0,6886.0,Daedalus: Augmented eggs
2002-05-16,417.0,6886.0,Neurology: An ancient sensory organ in crocodilians
2002-05-16,417.0,6886.0,"Acidic deposition: Decline in mobilization of toxic
      aluminium"
2002-05-16,417.0,6886.0,Caenorhabditis elegans: Plague bacteria biofilm blocks food intake
2002-05-16,417.0,6886.0,Phylogeny: A non-hyperthermophilic ancestor for Bacteria
2002-05-16,417.0,6886.0,Mechanism of glutamate receptor desensitization
2002-05-16,417.0,6886.0,Targeted pharmacological depletion of serum amyloid P component for treatment of human amyloidosis
2002-05-16,417.0,6886.0,A reconstruction of the initial conditions of the Universe by optimal mass transportation
2002-05-16,417.0,6886.0,Spectral evidence for weathered basalt as an alternative to andesite in the northern lowlands of Mars
2002-05-16,417.0,6886.0,Formation of tough interlocking microstructures in silicon nitride ceramics by dynamic ripening
2002-05-16,417.0,6886.0,Discrete stages in the solvation and ionization of hydrogen chloride adsorbed on ice particles
2002-05-16,417.0,6886.0,A palaeontological solution to the arthropod head problem
2002-05-16,417.0,6886.0,Climatic influence on a marine fish assemblage
2002-05-16,417.0,6886.0,Nonlinear grassland responses to past and future atmospheric CO2
2002-05-16,417.0,6886.0,Dopamine-mediated modulation of odour-evoked amygdala potentials during pavlovian conditioning
2002-05-16,417.0,6886.0,Stress response genes protect against lethal effects of sleep deprivation in Drosophila
2002-05-16,417.0,6886.0,A common mechanism of action for three mood-stabilizing drugs
2002-05-16,417.0,6886.0,The Wnt/calcium pathway activates NF-AT and promotes ventral cell fate in Xenopus embryos
2002-05-16,417.0,6886.0,Hedgehog regulates cell growth and proliferation by inducing Cyclin D and Cyclin E
2002-05-16,417.0,6886.0,TREX is a conserved complex coupling transcription with messenger RNA export
2002-05-16,417.0,6886.0,The dynamics of actin-based motility depend on surface parameters
2002-05-16,417.0,6886.0,Rotavirus protein involved in genome replication and packaging exhibits a HIT-like fold
2002-05-16,417.0,6886.0,Microbiology media and methods
2002-05-16,417.0,6886.0,Neurobiological systems
2002-05-16,417.0,6886.0,Non-mammalian models for studying neural development and function
2002-05-16,417.0,6886.0,"Instructed learning in the auditory localization pathway of the barn
      owl"
2002-05-16,417.0,6886.0,Circadian rhythms from flies to human
2002-05-16,417.0,6886.0,On the scents of smell in the salamander
2002-05-16,417.0,6886.0,A small-systems approach to motor pattern generation
2002-05-16,417.0,6886.0,What songbirds teach us about learning
2002-05-16,417.0,6886.0,Robots in invertebrate neuroscience
2002-05-16,417.0,6886.0,All Creatures Great and Small: National Institutes of Health
2002-05-09,417.0,6885.0,An industrial revolution
2002-05-09,417.0,6885.0,International postdocs
2002-05-09,417.0,6885.0,US should back research cloning
2002-05-09,417.0,6885.0,Peer review reviewed
2002-05-09,417.0,6885.0,Academy protests as agriculture agency abandons visa renewals
2002-05-09,417.0,6885.0,Radiologist's confirmation ends NIH power vacuum
2002-05-09,417.0,6885.0,Draft mouse genome makes public debut
2002-05-09,417.0,6885.0,Climate panel to focus on regions
2002-05-09,417.0,6885.0,Welfare amendment omits lab animals
2002-05-09,417.0,6885.0,NIH ponders issues of scale in protein push
2002-05-09,417.0,6885.0,Phoenix rises to genomic challenge
2002-05-09,417.0,6885.0,Psychiatrist offered visiting post after Toronto drugs row
2002-05-09,417.0,6885.0,Spying charges dropped as Japanese biologist cuts deal
2002-05-09,417.0,6885.0,Neurologists strike gold in drug screen effort
2002-05-09,417.0,6885.0,Badgers set for cull in resumed tuberculosis trial
2002-05-09,417.0,6885.0,news in brief
2002-05-09,417.0,6885.0,Ecosystem health: The state of the planet
2002-05-09,417.0,6885.0,Neuroscience: Magnetic mind games
2002-05-09,417.0,6885.0,"Basic or applied, it's the interaction that counts"
2002-05-09,417.0,6885.0,Fundamentals are still relevant in toxicology
2002-05-09,417.0,6885.0,Creating a bioinformatics nation
2002-05-09,417.0,6885.0,Confirming a bold prediction
2002-05-09,417.0,6885.0,When ejaculates collide...
2002-05-09,417.0,6885.0,An increase in insanity
2002-05-09,417.0,6885.0,Astrophysical spouts: The jet set
2002-05-09,417.0,6885.0,Biogeochemistry: A lowdown on oxygen
2002-05-09,417.0,6885.0,Cytoskeleton: Microtubules do the twist
2002-05-09,417.0,6885.0,Geology:  A foot in the past
2002-05-09,417.0,6885.0,Physiology: The pitfalls of power laws
2002-05-09,417.0,6885.0,100 and 50 years ago
2002-05-09,417.0,6885.0,Applied physics: Bridge for the terahertz gap
2002-05-09,417.0,6885.0,Palaeoecology: Climate records spruced up
2002-05-09,417.0,6885.0,Cell biology: Keeping the genome in shape
2002-05-09,417.0,6885.0,Daedalus:  Brighter clouds
2002-05-09,417.0,6885.0,Microbiology: Eukaryotic diversity in Spain's River of Fire
2002-05-09,417.0,6885.0,Brain damage: Neglect disrupts the mental number line
2002-05-09,417.0,6885.0,Electrochemistry: Building on bubbles in metal electrodeposition
2002-05-09,417.0,6885.0,HIV in Africa (Communication arising): Chemokine-receptor genes and AIDS risk
2002-05-09,417.0,6885.0,Complete genome sequence of the model actinomycete Streptomyces coelicolor A3(2)
2002-05-09,417.0,6885.0,Identification of iron sulphide grains in protoplanetary disks
2002-05-09,417.0,6885.0,Formation and propagation of matter-wave soliton trains
2002-05-09,417.0,6885.0,Spin-galvanic effect
2002-05-09,417.0,6885.0,Terahertz semiconductor-heterostructure laser
2002-05-09,417.0,6885.0,Ocean productivity before about 1.9 Gyr ago limited by phosphorus adsorption onto iron oxides
2002-05-09,417.0,6885.0,Vestibular evidence for the evolution of aquatic behaviour in early cetaceans
2002-05-09,417.0,6885.0,Allometric cascade as a unifying principle of body mass effects on metabolism
2002-05-09,417.0,6885.0,Host plants influence parasitism of forest caterpillars
2002-05-09,417.0,6885.0,Imperfect optics may be the eye's defence against chromatic blur
2002-05-09,417.0,6885.0,Transient aggregation of ubiquitinated proteins during dendritic cell maturation
2002-05-09,417.0,6885.0,Identification of a factor that links apoptotic cells to phagocytes
2002-05-09,417.0,6885.0,Dissection of COPI and Arf1 dynamics in vivo and role in Golgi membrane transport
2002-05-09,417.0,6885.0,Microtubule basis for left-handed helical growth in Arabidopsis
2002-05-09,417.0,6885.0,Cnd2 has dual roles in mitotic condensation and interphase
2002-05-09,417.0,6885.0,Bacteriophytochrome controls photosystem synthesis in anoxygenic bacteria
2002-05-09,417.0,6885.0,corrigendum: Nuclear translocation and transcription regulation by the membrane-associated guanylate kinase CASK/LIN-2
2002-05-09,417.0,6885.0,erratum: Origins and estimates of uncertainty in predictions of twenty-first century temperature rise
2002-05-09,417.0,6885.0,Separate cells
2002-05-02,417.0,6884.0,Don't boycott Israel's scientists
2002-05-02,417.0,6884.0,Selling science to the young
2002-05-02,417.0,6884.0,Venter lays foundations for fresh career as ethical philanthropist
2002-05-02,417.0,6884.0,Weapons lab's top job left unfilled
2002-05-02,417.0,6884.0,Compound disinterest
2002-05-02,417.0,6884.0,Air-travel study struggles to get airborne
2002-05-02,417.0,6884.0,Canadian lab loses Amgen backing
2002-05-02,417.0,6884.0,Norway: Turning oil into science
2002-05-02,417.0,6884.0,NASA faces legal challenge over Hawaiian telescope plan
2002-05-02,417.0,6884.0,Neutrino review will seek out 'scientific redundancy'
2002-05-02,417.0,6884.0,Satellite delay spells shortage of star data
2002-05-02,417.0,6884.0,No end in sight for German misconduct probe
2002-05-02,417.0,6884.0,Seed imports raise hopes of Afghan recovery
2002-05-02,417.0,6884.0,news in brief
2002-05-02,417.0,6884.0,Human genetics: Dual identities
2002-05-02,417.0,6884.0,Palaeoclimatology: Snowball fights
2002-05-02,417.0,6884.0,Biology databases: Information overload
2002-05-02,417.0,6884.0,Don't punish scientists for government actions
2002-05-02,417.0,6884.0,The challenge offered by X-ray lasers
2002-05-02,417.0,6884.0,"Intensive farming, US-style, is not sustainable worldwide"
2002-05-02,417.0,6884.0,Challenges for taxonomy
2002-05-02,417.0,6884.0,"Emi's fate, our fate"
2002-05-02,417.0,6884.0,From E. coli to elephants
2002-05-02,417.0,6884.0,Science in culture
2002-05-02,417.0,6884.0,Brownian ratchets: Darwin's motors
2002-05-02,417.0,6884.0,Biodiversity: Something new under the sea
2002-05-02,417.0,6884.0,Optoelectronics: Liquid crystal painting
2002-05-02,417.0,6884.0,Neurobiology: The amazing astrocyte
2002-05-02,417.0,6884.0,Systematics: Old insects in new order
2002-05-02,417.0,6884.0,100 and 50 years ago
